paperid,originalaffiliation
1550540961,"Adaptive and Integrative Neurobiology, UMR 6149, University of Provence / CNRS, Centre St Charles - Pôle 3C - Case B. 3, Place Victor Hugo, F - 13331 Marseille Cedex 03, France"
1550629956,"Department of Computer Science, Katholieke Universiteit Leuven, Celestijnenlaan 200A, 3001 Leuven, Belgium#TAB#"
1550629956,"Department of Knowledge Technologies, Jožef Stefan Institute, Jamova 39, 1000 Ljubljana, Slovenia#TAB#"
1550680503,"BCCN, University of Göttingen, Germany#TAB#"
1550680503,"Cognitive Vision Lab, Univ. of Southern Denmark, Denmark#TAB#"
1550680503,"Dept. of Computer Science, Indian School of Mines University, India#TAB#"
1550903009,"Computer Science Department, University at Albany - SUNY, Albany, NY#TAB#"
1550903009,"Virginia Bioinformatics Institute, Virginia Tech, Blacksburg, VA#TAB#"
1550948689,"School of Computer and Information Communication Eng.,Catholic University of Daegu, GyeongSan 712-702, Korea#TAB#"
1550956212,"The Centre of Excellence for Research in Computational Intelligence and Applications, School of Computer Science, University of Birmingham, UK#TAB#"
1550964664,"Institute for Process Control and Robotics, Universität Karlsruhe (TH), Karlsruhe, Germany#TAB#"
1550989509,"IDSIA, Manno, Switzerland#TAB#"
1551001659,University of Neuchâtel
1551040145,"Department of Computer Engineering, Chulalongkorn University, Phayathai Rd., Pathumwan, Bangkok 10330, Thailand#TAB#"
1551083794,"IDIAP Research Institute, Martigny, Switzerland#TAB#"
1551155890,"Loria, Campus Scientifique, BP239, 54506 Vandoeuvre-les-Nancy, France#TAB#"
1551338108,"IRISA-ENSSAT,#TAB#"
1551338108,"IRISA-INSA,#TAB#"
1551380792,"Department of Computer Science, University of British Columbia#TAB#"
1551390397,"Renmin University of China, Beijing, China#TAB#"
1551437406,University of the Aegean
1551548419,"College of Computer Science and Technology, Harbin Engineering University, Harbin 150001, China#TAB#"
1551592259,Friedrich Schiller University of Jena#TAB#
1551612710,"TCS Innnovation Labs, Delhi#TAB#"
1551688898,"Jožef Stefan Institute, Ljubljana, Slovenia"
1551688898,"J. Stefan International Postgraduate School, Ljubljana, Slovenia"
1551692594,University of Macedonia of Economics and Social Studies
1551765785,"HP Labs, Palo Alto, CA#TAB#"
1551765785,"Virginia Tech, Blacksburg, VA#TAB#"
1551824952,"National Research Institute of Electronics and Cryptology (UEKAE), Tubitak, Turkey#TAB#"
1551824952,"Quantitative Methods, Istanbul University, Turkey#TAB#"
1551846218,Maranatha Christian University
1551846218,MASDALI
1552056088,Carnegie Mellon University#TAB#
1552056088,University College London#TAB#
1552139024,"Chair of Information Technology (CiT), University of Leoben, Austria#TAB#"
1552225464,"FBK-irst, Trento, Italy 38100#TAB#"
1552225464,"School of Computer Science, University of Nottingham, Nottingham, UK NG81BB#TAB#"
1552225464,"Universitat Pompeu Fabra, Barcelona, Spain 08003#TAB#"
1552248124,"Department of Biosciences, University of Helsinki, Finland#TAB#"
1552248124,"Department of Information and Computer Science, Aalto University, Finland#TAB#"
1552248124,"Fachbereich Informatik, Technische Universität Darmstadt, Germany#TAB#"
1552255772,"LORIA, CNRS, INRIA, Universités de Nancy, Vandœuvre-lès-Nancy cedex, France#TAB#"
1552271991,"Leipzig University, Department of Computer Science, Germany#TAB#"
1552271991,"Linnaeus University, School of Computer Science, Physics and Mathematics, Sweden#TAB#"
1552307151,Universite de technologie de Belfort-Montbeliard
1552321281,"Brooklyn College, City University of New York, NY#TAB#"
1552321281,"University of Aberdeen, Aberdeen, UK#TAB#"
1552322480,Washington University in St. Louis
1552322480,Yale University
1552383156,"CWI, Amsterdam, The Netherlands#TAB#"
1552383156,"University of Edinburgh, Edinburgh, UK#TAB#"
1552425479,"Department of Computer Science, Vrije Universiteit Amsterdam, The Netherlands#TAB#"
1552425479,"Laboratoire de Recherche en Informatique, CNRS-INRIA, Université Paris-Sud Orsay, France#TAB#"
1552430178,Hunan University of International Economics
1552619753,"CSE Department, GMRIT, Rajam & Research Scholar @JNTUK"
1552619753,"Department of CS&ST, Andhra University, Visakhapatnam, AP"
1552810732,"CAS Research Center on Data Technology and Knowledge Economy, Beijing 100080, China and School of Information Science and Engineering, Graduate University of, Chinese Academy of Sciences, Beijing ...#TAB#"
1552810732,"CAS Research Center on Data Technology and Knowledge Economy, Beijing 100080, China#TAB#"
1552833956,"Faculty of Engineering, Tarbiat Modares University"
1552848759,"Helsinki Institute for Information Technology, Department of Computer Science, University of Helsinki, Finland#TAB#"
1552850680,"Department of Internal Medicine I, University Hospital Ulm, Germany and Institute of Neural Information Processing, University of Ulm, Germany#TAB#"
1552850680,"Department of Internal Medicine I, University Hospital Ulm, Germany#TAB#"
1552850680,"Internal Medicine, SP Gastroenterology, University Hospital Marburg, Germany#TAB#"
1552971165,"School of Computer Science, Carnegie Mellon University, Pittsburgh, PA#TAB#"
1552971165,"School of Education, University of Pittsburgh, Pittsburgh, PA#TAB#"
1553023756,"Department of Electrical and Computer Engineering, Texas A&M University, College Station, USA"
1553044651,"Oregon State University, Kelley Engineering Center, Corvallis, OR#TAB#"
1553080682,"Department of Applied Economics, Hasselt University, Diepenbeek, Belgium#TAB#"
1553080682,"Department of Statistics, Athens University of Economics and Business, Athens, Greece#TAB#"
1553099841,Universite de Poitiers
1553099841,University of Poitiers
1553154706,Cambridge University Engineering Department
1553193175,"VLSI Design Technology Lab, Department of Physics & Computer Science, Dayalbagh Educational Institute, Agra#TAB#"
1553200036,"Clayton School of Information Technology, Monash University, Australia#TAB#"
1553200036,"Departamento de Metodología de las Ciencias del Comportamiento, Universidad Complutense de Madrid, Spain#TAB#"
1553200036,"DSIC, Universitat Politècnica de València, Spain#TAB#"
1553200036,"ProS Research Center, Universitat Politècnica de València, Spain#TAB#"
1553228025,"Montefiore Institute (B28), University of Liège, Liège, Belgium#TAB#"
1553308638,"Department of Computer Science, University of Liverpool, Liverpool, UK#TAB#"
1553326575,"MIT Computer Science and Artificial Intelligence Laboratory, Cambridge, MA#TAB#"
1553326575,"School of Computer Science, Tel-Aviv University, Tel-Aviv, Israel#TAB#"
1553469512,"IDSIA, Manno-Lugano, Switzerland and TU Munich, Munich, Germany#TAB#"
1553469512,"IDSIA, Manno-Lugano, Switzerland#TAB#"
1553647006,"Dept. of Computer Science, University of Illinois, Urbana-Champaign#TAB#"
1553653650,"Intelligent and Distributed Systems Lab, Deanery of Business and Computer Sciences, Liverpool Hope University, Liverpool, United Kingdom L16 9JD#TAB#"
1553669113,"Department of Translation and Interpreting, University of Málaga, Málaga, Spain#TAB#"
1553669113,"Research Institute in Information and Language Processing, University of Wolverhampton, Wolverhampton, United Kingdom#TAB#"
1553669113,"School of Information Technology and Engineering, University of Ottawa, Ottawa, Canada#TAB#"
1553780760,"IRSTEA Montpellier, UMR TETIS, Montpellier, France,LIRMM CNRS Montpellier, Montpellier, France#TAB#"
1553854855,"School of Computing, University of Tasmania, Sandy Bay, Tasmania, Australia#TAB#"
1553854855,"School of Information & Multimedia, Hannam University, Daejeon, Korea#TAB#"
1553897744,"Computer Science Department, Carnegie Mellon University, Pittsburgh, PA#TAB#"
1553976974,"MGH, Harvard Medical School"
1554027968,"Department of Software Engineering, Faculty of Mathematics and Physics, Charles University, Praha 1, Czech Republic#TAB#"
1554051103,Universidad Autónoma de Madrid
1554051103,University of Edinburgh
1554051792,BBN Technologies
1554051792,United States Military Academy
1554051792,University of Minnesota
1554139122,"Department of Computer Science, University of British Columbia, Vancouver, BC, Canada#TAB#"
1554187497,"Bioinformatics Centre, Department of Biology, University of Copenhagen, Copenhagen, Denmark and Department for Applied Mathematics and Computer Science, Technical University of Denmark, Kongens Ly ...#TAB#"
1554187497,"Bioinformatics Centre, Department of Biology, University of Copenhagen, Copenhagen, Denmark#TAB#"
1554187497,"Center for Biological Sequence Analysis, Department of Systems Biology, Technical University of Denmark, KongensźLyngby, Denmark#TAB#"
1554219991,"Department of Computer Science, Katholieke Universiteit Leuven, Leuven, Belgium#TAB#"
1554219991,"Department of Computer Science, University of Wales Aberystwyth, UK#TAB#"
1554219991,"Department of Knowledge Technologies, Jožef Stefan Institute, Ljubljana, Slovenia#TAB#"
1554323574,"Departamento de Informática, Universidad Autónoma de Madrid#TAB#"
1554323574,"Departamento de Matemáticas, Universidad de Alcalá#TAB#"
1554323574,"Universidad de Alcalá, Departamento de Automática, Alcalá de Henares, Madrid, Spain#TAB#"
1554359467,"University of Alberta, Edmonton, Canada#TAB#"
1554359467,"University of Waterloo, Waterloo, Canada#TAB#"
1554617900,"Dept. of Computer Science, Yonsei University#TAB#"
1554729098,"Department of Computer and Systems Sciences, DSV, Stockholm University, Kista, Sweden#TAB#"
1554729098,"KTH CSC, Stockholm, Sweden#TAB#"
1554819937,"Middle East Technical University, Department of Computer Engineering, 06531 Ankara, Turkey#TAB#"
1554819937,"Selçuk University, Department of Computer Engineering, 42075 Konya, Turkey#TAB#"
1554833030,"Institute of Computer Science and Applied Mathematics, University of Bern, Bern, Switzerland#TAB#"
1554845916,Autonomous University of Barcelona
1554884708,"ENSTA - UEI, Paris, France 75739#TAB#"
1554965040,"Laboratoire MAS, Ecole Centrale de Paris, France and Equipe GALEN, INRIA Saclay - Île de France, Orsay, France#TAB#"
1554965040,"Laboratoire MAS, Ecole Centrale de Paris, France and Microsoft France#TAB#"
1555069719,"Dortmund University, Dortmund, Germany"
1555085660,"MADYNES - INRIA Nancy-Grand Est, France and CNRS, Nancy-Université, France#TAB#"
1555085660,"MADYNES - INRIA Nancy-Grand Est, France#TAB#"
1555085660,"University of Luxembourg, Luxembourg#TAB#"
1555087043,"Belgian Nuclear Research Centre SCK-CEN, Mol, Belgium#TAB#"
1555087043,"University of Technology, Sydney, Broadway, NSW, Australia#TAB#"
1555116500,"Department of Computer Science, University of Regina, Regina, Saskatchewan, Canada#TAB#"
1555116500,"Department of Math and Computer Science, Saint Mary's University, Halifax, Nova Scotia, Canada#TAB#"
1555156828,"Pattern Recognition Laboratory, Toluca Institute of Technology, Mexico, Autonomous University of the State of Mexico, Mexico, Center for Computing Research, National Polytechnic Institute, Mexico, ...#TAB#"
1555194058,"Laboratoire d'Informatique de l'Ecole Normale Supérieure, ENS/INRIA/CNRS UMR 8548, INRIA, WILLOW, France, Dept. of Engineering Science, University of Oxford, UK#TAB#"
1555194058,"Laboratoire d'Informatique de l'Ecole Normale Supérieure, ENS/INRIA/CNRS UMR 8548, INRIA, WILLOW, France#TAB#"
1555243480,Reel Two
1555243480,University of Waikato
1555276424,"Jülich Research Center and JARA, Institute for Advanced Simulation (IAS-6),Theoretical Neuroscience & Institute of Neuroscience and Medicine (INM-6), Computational and Systems Neuroscience, Jülich, Germany"
1555320004,"IIIA – Artificial Intelligence Research Institute, CSIC – Spanish Council for Scientific Research, Bellaterra, Catalonia (KoS)#TAB#"
1555345942,Institut für Theoretische Chemie der Universität Wien Editor‐in‐chief of Complexity is at the Wien Austria
1555375604,"Department of Information and Computer Science, Helsinki University of Technology TKK,#TAB#"
1555478731,"IIIA - Artificial Intelligence Research Institute, CSIC - Spanish Council for Scientific Research, Campus UAB, 08193 Bellaterra, Catalonia, Spain#TAB#"
1555523859,"Intelligent Systems Group, Department of Electrical and Information Engineering, University of Oulu, Finland#TAB#"
1555568951,Robert Bosch GmbH
1555585125,"Artificial Intelligence Research Laboratory, Department of Computer Science, Iowa State University, Ames, IA#TAB#"
1555611072,Consiglio Nazionale delle Ricerche
1555611072,Université Libre de Bruxelles
1555613401,"Computer Science Department, Carlos III University -Avenida de la Universidad, Leganés (Madrid), Spain#TAB#"
1555613401,"Physics Department, Carlos III University -Avenida de la Universidad, Leganés (Madrid), Spain#TAB#"
1555670207,"Department of Computer Science, College of Engineering, North Carolina A and T State University, Greensboro, NC, USA, Greensboro, USA"
1555670207,"Department of Computer Science, College of Engineering, University of Nevada-Las Vegas, Las Vegas, NV, USA, Las Vegas, USA"
1555778713,"Institute of Signal Processing, Tampere University of Technology, Tampere, Finland#TAB#"
1555778713,"Saanio & Riekkola Consulting Engineers, Helsinki, Finland#TAB#"
1555785714,"University of Victoria, Victoria BC, Canada#TAB#"
1555895476,"Computer Science Department, Indiana University#TAB#"
1555895476,"Departement Wiskunde-Informatica, Universiteit Antwerpen, Belgium#TAB#"
1555918871,North University of China
1556113493,"School of Computer Science, Bangor University, Bangor Gwynedd, UK LL57 1UT#TAB#"
1556170358,"Computer Science Department, University of Cincinnati, Ohio#TAB#"
1556170358,"Department of Electrical and Electronic Engineering, Imperial College London, UK#TAB#"
1556170358,"RIKEN Brain Science Institute, Wako-shi, Saitama, Japan#TAB#"
1556170358,"Tokyo University of Agriculture and Technology, Tokyo, Japan and RIKEN Brain Science Institute, Wako-shi, Saitama, Japan#TAB#"
1556255569,"School of Computing, University of Utah#TAB#"
1556260517,"GESIS – Leibniz Institute for the Social Sciences, Cologne, Germany"
